day,intraday,time_normalized,instantaneous_vol,date,realized_vol,RV_daily,RV_weekly,RV_monthly
226,0,0.0,4.978924817717344e-05,2026-03-17,0.00921965234852394,0.00921965234852394,0.008809508236612335,0.006791142973038688
227,0,0.0,4.0439933670874274e-05,2026-03-18,0.006595937103431986,0.006595937103431986,0.009090495448393344,0.007023743164687369
228,0,0.0,1.8481975234198567e-05,2026-03-19,0.008518351827115621,0.008518351827115621,0.008907795972189304,0.00711689725716584
229,0,0.0,2.5742412312989013e-05,2026-03-20,0.009118754488214222,0.009118754488214222,0.008775167238157805,0.007294372738592025
230,0,0.0,5.181996224855547e-05,2026-03-23,0.010152491832580993,0.010152491832580993,0.008988482810761155,0.0074799733729879
231,0,0.0,4.460400662726204e-05,2026-03-24,0.012015118810321654,0.012015118810321654,0.008721037519973352,0.007753685579908933
232,0,0.0,3.2150484799187186e-05,2026-03-27,0.00720127367240828,0.00720127367240828,0.009280130812332896,0.00804236170284242
233,0,0.0,5.4001139645277e-05,2026-03-30,0.009980355614129202,0.009980355614129202,0.009401198126128154,0.00806966780031229
234,0,0.0,4.398101857074171e-05,2026-04-01,0.009646167605529414,0.009646167605529414,0.009693598883530871,0.008275353571240233
235,0,0.0,1.829785773563796e-05,2026-04-02,0.01041004601499085,0.01041004601499085,0.00979908150699391,0.008476334340883336
236,0,0.0,2.499158133762128e-05,2026-04-06,0.011384441775570828,0.011384441775570828,0.00985059234347588,0.008722417214419994
237,0,0.0,2.7006471012326048e-05,2026-04-07,0.009654159386425018,0.009654159386425018,0.009724456936525714,0.008970947428619652
238,0,0.0,3.16759763060194e-05,2026-04-08,0.007338607669544244,0.007338607669544244,0.010215034079329062,0.009153275102405902
239,0,0.0,2.8008677312376476e-05,2026-04-09,0.008280788381897596,0.008280788381897596,0.00968668449041207,0.00904345333912364
240,0,0.0,1.786710951927229e-05,2026-04-10,0.006888902388560578,0.006888902388560578,0.009413608645685707,0.009068531055175038
241,0,0.0,5.100312101510132e-05,2026-04-13,0.007704906811292686,0.007704906811292686,0.008709379920399652,0.008979796935707673
242,0,0.0,1.2429761388848048e-05,2026-04-15,0.004991946410848516,0.004991946410848516,0.007973472927544023,0.009014914040263396
243,0,0.0,3.665280662204138e-05,2026-04-16,0.006936215615173442,0.006936215615173442,0.0070410303324287245,0.008779520151111242
244,0,0.0,2.0312637050761994e-05,2026-04-17,0.005849070230864487,0.005849070230864487,0.006960551921554562,0.008739588302272812
245,0,0.0,3.734131652091139e-05,2026-04-20,0.0067125768743465436,0.0067125768743465436,0.006474208291347943,0.008664117199837007
246,0,0.0,2.392135691459258e-05,2026-04-21,0.005204122818901588,0.005204122818901588,0.006438943188505135,0.008551893626067616
247,0,0.0,1.7188853306995195e-05,2026-04-22,0.004697811305313373,0.004697811305313373,0.005938786390026916,0.00842243663487235
248,0,0.0,2.6498092711309322e-05,2026-04-23,0.005354847744759068,0.005354847744759068,0.0058799593689198865,0.008113713590272048
249,0,0.0,3.901869594356343e-05,2026-04-24,0.005702248385879422,0.005702248385879422,0.005563685794837012,0.00793804065373728
250,0,0.0,2.2687204561300887e-05,2026-04-27,0.005631827166920386,0.005631827166920386,0.005534321425839999,0.007897418439303073
251,0,0.0,3.555863578751418e-05,2026-04-28,0.0059877868466033735,0.0059877868466033735,0.005318171484354768,0.007766212772930562
252,0,0.0,5.085501184644325e-05,2026-04-29,0.005499883944488789,0.005499883944488789,0.0054749042898951245,0.007623896061948252
253,0,0.0,3.273571154621364e-05,2026-04-30,0.006847559743166187,0.006847559743166187,0.005635318817730208,0.0074124138852167875
